user_id,movie_id,rating,timestamp
0,0,4.0,964982703
0,1,4.0,964981247
0,2,4.0,964982224
0,3,5.0,964983815
0,4,5.0,964982931
0,5,3.0,964982400
0,6,5.0,964980868
0,7,4.0,964982176
0,8,5.0,964984041
0,9,5.0,964983650
0,10,5.0,964981208
0,11,3.0,964980985
0,12,5.0,964981179
0,13,4.0,964980908
0,14,5.0,964981680
0,15,3.0,964982967
0,16,3.0,964982310
0,17,5.0,964981179
0,18,4.0,964982563
0,19,4.0,964980962
0,20,5.0,964982588
0,21,4.0,964981710
0,22,4.0,964980868
0,23,5.0,964981909
0,24,4.0,964982346
0,25,3.0,964981208
0,26,5.0,964984002
0,27,4.0,964981179
0,28,4.0,964982653
0,29,5.0,964984153
0,30,4.0,964982546
0,31,4.0,964982271
0,32,4.0,964983793
0,33,5.0,964982838
0,34,5.0,964982931
0,35,3.0,964982563
0,36,5.0,964982838
0,37,3.0,964981775
0,38,4.0,964982400
0,39,3.0,964982653
0,40,3.0,964984086
0,41,5.0,964982475
0,42,5.0,964981529
0,43,5.0,964982791
0,44,5.0,964982855
0,45,5.0,964982653
0,46,5.0,964982791
0,47,4.0,964981179
0,48,5.0,964982400
0,49,4.0,964980924
0,50,5.0,964981680
0,51,5.0,964981327
0,52,5.0,964982951
0,53,4.0,964984018
0,54,5.0,964983484
0,55,5.0,964981680
0,56,4.0,964982513
0,57,5.0,964981327
0,58,5.0,964981827
0,59,5.0,964981872
0,60,5.0,964981827
0,61,5.0,964983737
0,62,4.0,964983250
0,63,5.0,964980499
0,64,5.0,964982951
0,65,4.0,964981855
0,66,2.0,964983393
0,67,5.0,964981909
0,68,5.0,964981909
0,69,5.0,964983723
0,70,5.0,964981442
0,71,3.0,964983414
0,72,4.0,964983599
0,73,5.0,964983705
0,74,5.0,964982290
0,75,5.0,964983414
0,76,5.0,964982703
0,77,5.0,964981909
0,78,5.0,964984086
0,79,3.0,964982653
0,80,3.0,964983017
0,81,3.0,964982310
0,82,4.0,964980985
0,83,5.0,964981107
0,84,4.0,964982620
0,85,5.0,964982290
0,86,3.0,964981125
0,87,5.0,964982346
0,88,5.0,964982951
0,89,5.0,964983504
0,90,3.0,964983536
0,91,3.0,964982620
0,92,5.0,964981125
0,93,4.0,964981230
0,94,4.0,964983056
0,95,5.0,964982176
0,96,4.0,964981710
0,97,4.0,964982211
0,98,5.0,964981710
0,99,4.0,964984176
0,100,5.0,964980523
0,101,4.0,964981888
0,102,4.0,964982563
0,103,4.0,964981747
0,104,5.0,964982400
0,105,5.0,964982838
0,106,5.0,964982653
0,107,4.0,964982838
0,108,4.0,964981725
0,109,5.0,964982529
0,110,5.0,964982791
0,111,5.0,964982791
0,112,5.0,964981710
0,113,4.0,964981680
0,114,4.0,964981710
0,115,4.0,964982989
0,116,4.0,964982310
0,117,5.0,964983664
0,118,5.0,964983263
0,119,5.0,964983861
0,120,4.0,964982462
0,121,5.0,964981093
0,122,4.0,964982310
0,123,5.0,964982242
0,124,5.0,964982588
0,125,4.0,964984169
0,126,5.0,964981278
0,127,3.0,964982328
0,128,5.0,964982242
0,129,5.0,964981265
0,130,5.0,964981888
0,131,5.0,964983000
0,132,4.0,964983080
0,133,2.0,964982588
0,134,4.0,964980523
0,135,4.0,964982377
0,136,5.0,964982620
0,137,3.0,964983426
0,138,5.0,964981855
0,139,5.0,964980985
0,140,5.0,964983414
0,141,5.0,964982703
0,142,4.0,964981710
0,143,4.0,964980523
0,144,5.0,964980868
0,145,5.0,964981680
0,146,4.0,964982290
0,147,5.0,964981872
0,148,5.0,964982176
0,149,5.0,964982191
0,150,5.0,964981888
0,151,5.0,964983282
0,152,4.0,964983034
0,153,5.0,964982495
0,154,5.0,964982271
0,155,5.0,964982242
0,156,4.0,964980896
0,157,5.0,964983762
0,158,5.0,964982791
0,159,5.0,964981208
0,160,5.0,964983873
0,161,4.0,964982495
0,162,1.0,964983504
0,163,3.0,964983108
0,164,5.0,964981107
0,165,5.0,964983536
0,166,5.0,964983484
0,167,5.0,964984054
0,168,5.0,964981144
0,169,4.0,964981775
0,170,4.0,964982271
0,171,5.0,964980668
0,172,4.0,964980683
0,173,5.0,964981589
0,174,5.0,964983737
0,175,5.0,964981909
0,176,4.0,964982417
0,177,5.0,964981855
0,178,4.0,964981220
0,179,5.0,964984002
1,17,4.0,1445715029
1,171,4.0,1445714885
1,180,3.0,1445714835
1,181,4.5,1445715228
1,182,4.0,1445714952
1,183,3.5,1445714960
1,184,4.0,1445715013
1,185,4.0,1445715064
1,186,4.5,1445715141
1,187,5.0,1445714980
1,188,4.5,1445715154
1,189,3.0,1445714974
1,190,4.0,1445714926
1,191,4.0,1445714841
1,192,4.5,1445715340
1,193,3.5,1445714891
